# 51842 of 51842
# Minimum x: 0
# Minimum y: 0
# Minimum z: 0
# Maximum x: 141.0981
# Maximum y: 176.00237
# Maximum z: 130.5685
# <local id> <pos x> <pos y> <pos z> <type>
# Number of local subdomains: 1
# Local subdomain 0 boundaries (0, 0, 0) - (141.0981, 176.00237, 130.5685)
# ID, Position (x y z), type 
47859 70.954320 102.463370 94.776940 ex
47860 71.022160 103.784230 98.096630 ex
47861 72.653660 118.265800 97.570470 ex
47862 72.791450 103.343720 91.293110 ex
47863 76.726410 103.120370 89.510850 ex
47864 91.378900 101.720230 121.357280 ex
47865 91.650450 103.225670 122.137670 ex
47866 92.922080 103.184130 121.369230 ex
47867 88.721040 102.480410 121.933620 ex
47868 86.381260 102.677400 120.250010 ex
47869 84.781710 103.543380 118.219250 ex
47870 96.123500 104.438220 118.054150 ex
47871 83.532540 104.865590 115.842400 ex
47872 97.299050 105.355530 115.124330 ex
47873 96.720540 105.570280 117.186550 ex
47874 97.023310 106.658040 113.889120 ex
47875 96.714170 106.412370 111.930970 ex
47876 96.273610 105.259390 108.246830 ex
47877 95.415480 106.829420 109.147920 ex
47878 93.728660 106.623420 106.496270 ex
47879 71.483180 106.061880 100.830540 ex
47880 70.946340 105.013110 96.797020 ex
47881 72.095990 104.384560 91.918710 ex
47882 70.946200 105.123890 94.840950 ex
47883 75.364490 103.675700 90.060940 ex
47884 72.662510 105.540810 91.396560 ex
47885 77.619110 104.008230 88.528660 ex
47886 77.401930 105.342470 88.322260 ex
47887 79.620430 104.992400 86.502250 ex
47888 78.684840 106.218930 87.160970 ex
47889 90.610720 104.109280 122.967210 ex
47890 88.888010 103.709470 122.970120 ex
47891 93.384760 104.506770 121.203630 ex
47892 94.510920 104.724870 120.146610 ex
47893 92.494150 105.914300 122.214470 ex
47894 95.312050 106.441930 119.661010 ex
47895 85.648290 103.929920 121.524260 ex
47896 84.111380 104.733410 119.715130 ex
47897 81.514120 105.579880 112.471670 ex
47898 95.703840 107.637080 110.872330 ex
47899 94.197970 107.307080 108.336590 ex
47900 71.044890 106.641540 96.381290 ex
47901 71.044750 106.752370 94.426360 ex
47902 74.959070 105.337000 89.814220 ex
47903 76.103800 106.115830 89.056610 ex
47904 76.154130 107.980670 89.344530 ex
47905 78.569800 107.828450 87.307870 ex
47906 87.793020 104.484280 123.527090 ex
47907 86.198260 104.401280 122.974260 ex
47908 88.283460 105.885390 124.169030 ex
47909 90.992780 105.475250 123.209620 ex
47910 85.315690 105.396070 123.521870 ex
47911 84.308210 104.811340 121.154940 ex
47912 96.514850 106.476720 117.832750 ex
47913 96.991620 107.693200 116.747450 ex
47914 96.920530 108.089340 114.864910 ex
47915 96.327600 109.217880 114.532360 ex
47916 83.412270 105.830760 116.518340 ex
47917 94.922520 108.879900 111.597620 ex
47918 92.813560 108.155460 108.337640 ex
47919 72.070830 106.022390 103.610240 ex
47920 71.454780 106.651030 102.356140 ex
47921 71.759600 107.906490 102.856370 ex
47922 71.294790 107.233050 99.480680 ex
47923 71.179400 107.427450 97.297940 ex
47924 71.917900 108.670750 99.846470 ex
47925 71.802900 109.077370 96.821270 ex
47926 81.114530 108.306670 85.633200 ex
47927 79.854070 108.706520 86.868650 ex
47928 87.208980 106.576430 124.446090 ex
47929 85.835970 106.170120 124.351760 ex
47930 86.762110 108.246200 124.611260 ex
47931 89.760510 106.476610 123.853340 ex
47932 90.381160 107.868510 123.337310 ex
47933 84.704610 107.358610 124.603460 ex
47934 84.022950 105.763260 122.614670 ex
47935 92.183520 107.534220 122.258260 ex
47936 95.063160 107.498510 120.078590 ex
47937 95.597490 108.682990 119.505340 ex
47938 94.127120 108.511510 120.956840 ex
47939 83.048170 105.724590 119.507610 ex
47940 96.323160 108.842900 118.003590 ex
47941 95.408150 109.482210 113.180500 ex
47942 96.126250 109.975230 115.879950 ex
47943 83.108140 105.911810 118.095780 ex
47944 82.328910 106.263280 116.131920 ex
47945 93.571300 109.304140 110.881150 ex
47946 92.544810 109.057120 109.496990 ex
47947 93.238400 110.368370 112.383880 ex
47948 91.232400 110.000460 109.492590 ex
47949 78.968190 104.795210 110.277240 ex
47950 80.037600 105.159180 111.540690 ex
47951 77.144240 105.098270 110.330050 ex
47952 76.131870 105.103660 108.893000 ex
47953 74.236420 105.998600 107.007150 ex
47954 74.829560 105.770450 108.733410 ex
47955 73.391090 107.069610 106.711000 ex
47956 72.375660 107.277730 104.110470 ex
47957 72.473330 109.165690 102.533260 ex
47958 72.418360 109.368680 98.475440 ex
47959 72.540920 109.536570 101.158930 ex
47960 73.763460 110.197510 98.107940 ex
47961 74.212780 110.245930 96.420730 ex
47962 74.222910 110.512070 99.037470 ex
47963 72.812930 109.580830 95.608720 ex
47964 76.475870 110.440090 96.341190 ex
47965 75.352250 110.215810 95.514810 ex
47966 76.185890 110.830190 97.525290 ex
47967 75.181400 109.790860 93.716390 ex
47968 76.088210 110.299940 92.954630 ex
47969 76.074460 110.189240 91.496270 ex
47970 75.306510 108.868580 90.608250 ex
47971 77.132350 110.901230 91.006320 ex
47972 77.337220 108.816840 88.757070 ex
47973 77.547490 110.416740 89.530860 ex
47974 83.322010 107.277760 124.052430 ex
47975 85.094020 108.547830 124.757780 ex
47976 89.305940 109.137220 123.443800 ex
47977 83.159580 106.456470 122.894650 ex
47978 82.316440 108.075270 124.167370 ex
47979 92.940280 108.856880 121.640090 ex
47980 82.122470 106.542000 121.958290 ex
47981 94.662500 109.695990 120.384730 ex
47982 94.439820 110.363230 113.659210 ex
47983 92.107890 111.172960 112.560800 ex
47984 75.107360 106.502870 115.095730 ex
47985 75.520060 105.996450 113.799450 ex
47986 76.254710 106.306670 116.432320 ex
47987 74.239930 107.619420 115.006450 ex
47988 77.092040 105.555810 114.457060 ex
47989 77.938470 105.204490 113.253880 ex
47990 77.515870 105.780290 115.860950 ex
47991 75.218070 105.860020 112.184410 ex
47992 79.479760 105.370010 113.218980 ex
47993 80.227490 105.737100 115.026000 ex
47994 76.672250 105.296720 111.628390 ex
47995 91.128370 111.051960 111.053660 ex
47996 90.374980 110.277220 108.361990 ex
47997 81.586100 106.035140 114.742220 ex
47998 74.254000 106.955920 111.893900 ex
47999 74.147200 107.003650 110.368650 ex
48000 73.688440 108.208930 113.418530 ex
48001 73.666760 108.415330 110.132610 ex
48002 73.557060 108.567800 107.045570 ex
48003 73.500830 110.549070 100.717430 ex
48004 74.766020 111.314030 101.122300 ex
48005 75.072750 111.084410 98.474310 ex
48006 75.553660 111.475570 99.720200 ex
48007 76.918830 110.576240 96.698050 ex
48008 76.870050 111.963620 91.178190 ex
48009 78.526770 111.017240 89.240150 ex
48010 87.400700 109.301400 124.104850 ex
48011 83.922540 109.876480 124.610830 ex
48012 89.763450 110.471080 122.882720 ex
48013 86.222890 110.974260 123.652090 ex
48014 87.042600 111.934480 122.960690 ex
48015 84.412830 111.247700 124.010420 ex
48016 92.301450 110.740060 121.893860 ex
48017 94.584250 111.183530 120.016600 ex
48018 91.061870 111.047090 122.369560 ex
48019 88.676870 111.595590 122.852350 ex
48020 77.675290 108.472950 121.964090 ex
48021 78.535480 109.378590 122.986640 ex
48022 76.111330 109.412300 121.371790 ex
48023 78.115080 107.371140 120.963730 ex
48024 77.730050 111.117580 123.150670 ex
48025 80.133910 108.967560 123.606040 ex
48026 75.794160 108.761180 120.445060 ex
48027 75.990530 111.042350 121.841840 ex
48028 78.939100 106.683340 120.337560 ex
48029 78.400880 106.173510 118.706490 ex
48030 80.066300 106.662020 120.906040 ex
48031 76.912580 107.514230 120.183390 ex
48032 76.222680 107.177450 118.750710 ex
48033 74.691000 109.233430 119.306930 ex
48034 96.051760 109.996490 117.468660 ex
48035 95.248890 111.324020 118.603410 ex
48036 74.880340 108.066250 118.160550 ex
48037 74.009630 110.587900 118.725870 ex
48038 94.885800 110.832940 115.346000 ex
48039 94.522850 111.786660 116.158480 ex
48040 79.362780 105.971370 117.842660 ex
48041 76.886970 106.524640 117.899980 ex
48042 79.109910 105.796060 116.464790 ex
48043 80.842220 106.105990 118.456220 ex
48044 74.137590 108.514140 116.529980 ex
48045 92.036130 112.173560 113.626740 ex
48046 73.660570 110.248380 115.853120 ex
48047 73.911570 109.830040 113.021930 ex
48048 90.555280 112.161310 110.974820 ex
48049 89.930180 111.766050 108.315130 ex
48050 73.785920 109.118150 108.131970 ex
48051 73.996690 109.988790 111.260120 ex
48052 80.546000 112.717480 88.396700 ex
48053 74.291230 110.773450 108.243410 ex
48054 79.247000 112.539810 89.590610 ex
48055 80.800030 111.061000 87.626030 ex
48056 93.411080 111.882320 120.842480 ex
48057 90.486160 112.596850 122.209780 ex
48058 89.157700 112.790890 122.404770 ex
48059 86.899010 113.383920 122.397290 ex
48060 79.044420 112.428900 123.302190 ex
48061 75.318670 112.125430 121.064990 ex
48062 94.960420 112.256490 117.827180 ex
48063 88.422750 113.879450 122.090340 ex
48064 86.155500 114.445870 121.859870 ex
48065 94.066490 113.097840 115.958030 ex
48066 92.947770 112.880840 114.284560 ex
48067 91.758960 112.710670 112.531430 ex
48068 73.722050 111.154950 116.902630 ex
48069 73.986240 110.974740 113.931870 ex
48070 74.635860 111.016600 110.204130 ex
48071 75.371310 112.028560 110.602180 ex
48072 76.489400 112.565970 109.474870 ex
48073 74.892230 112.883250 111.828670 ex
48074 76.531400 117.924400 88.193660 ex
48075 78.356880 114.138330 122.571840 ex
48076 80.996240 111.928330 123.929540 ex
48077 93.480340 113.274110 120.285690 ex
48078 90.959180 113.890600 121.776300 ex
48079 89.517170 114.764020 121.726060 ex
48080 75.630780 113.612750 121.300610 ex
48081 74.240450 111.884010 119.540680 ex
48082 76.676000 114.459480 121.917240 ex
48083 74.625140 114.567610 119.967290 ex
48084 94.365040 113.507880 118.682440 ex
48085 87.044760 115.970300 121.147260 ex
48086 84.876780 114.701580 121.605540 ex
48087 73.895550 113.091240 118.402210 ex
48088 73.601200 112.720350 116.617120 ex
48089 74.165360 112.627830 113.187790 ex
48090 76.770630 113.348660 109.145800 ex
48091 90.215560 112.598630 109.366900 ex
48092 99.282880 113.883850 103.836550 ex
48093 92.379600 114.141010 120.941310 ex
48094 92.830370 115.925370 119.822700 ex
48095 79.233740 115.645840 122.084490 ex
48096 94.238090 114.225660 117.682190 ex
48097 73.968140 114.287520 118.594330 ex
48098 73.718940 113.466850 114.822410 ex
48099 91.257620 112.819320 111.386640 ex
48100 75.508630 111.109130 95.397050 ex
48101 88.883740 115.793450 121.320410 ex
48102 81.527130 114.638720 122.309370 ex
48103 82.634340 115.203270 121.625660 ex
48104 80.482510 115.752830 121.897540 ex
48105 81.936620 113.046140 123.301510 ex
48106 76.262410 116.121290 121.094830 ex
48107 86.469700 117.101180 120.570410 ex
48108 82.960730 116.386780 120.850130 ex
48109 83.810980 114.036990 122.117720 ex
48110 74.963200 116.091440 119.938230 ex
48111 93.805200 115.776340 118.165700 ex
48112 73.454030 115.241330 116.653560 ex
48113 93.714090 113.524620 115.082250 ex
48114 92.670600 113.417960 113.189250 ex
48115 94.674260 114.794210 115.109280 ex
48116 74.683400 113.996340 111.084940 ex
48117 90.916850 113.256640 109.778710 ex
48118 89.757470 117.005120 120.698130 ex
48119 80.702170 117.072090 120.914320 ex
48120 78.263600 117.549000 121.106360 ex
48121 91.662410 117.141290 119.920760 ex
48122 85.109340 117.227840 120.305840 ex
48123 87.129110 118.300320 120.029710 ex
48124 85.002740 118.539190 119.353660 ex
48125 84.406730 116.352970 120.627240 ex
48126 80.296450 118.294570 119.961120 ex
48127 82.073590 117.140830 120.550620 ex
48128 76.973040 117.704070 120.771290 ex
48129 79.106650 118.879210 119.965080 ex
48130 76.222800 119.410410 119.736270 ex
48131 74.334830 117.296080 118.872820 ex
48132 73.499280 114.791560 114.667860 ex
48133 73.482770 116.727120 116.959970 ex
48134 72.750010 116.204360 113.735600 ex
48135 85.471210 118.888640 116.889070 ex
48136 85.198990 119.556200 116.882470 ex
48137 85.212470 119.173160 116.353820 ex
48138 85.828420 119.787180 117.302440 ex
48139 99.712210 115.247500 103.040780 ex
48140 74.442660 112.326160 99.287650 ex
48141 73.934670 112.199530 97.853290 ex
48142 74.131910 113.143290 100.772580 ex
48143 72.643820 113.042630 97.573560 ex
48144 72.191350 113.155680 96.159950 ex
48145 72.148780 114.458770 98.342170 ex
48146 73.172500 112.483550 94.920010 ex
48147 71.537070 114.308180 96.234540 ex
48148 72.892340 112.802670 93.793020 ex
48149 91.892870 118.616210 118.792710 ex
48150 88.578940 118.381100 119.984280 ex
48151 86.402600 119.218400 119.075190 ex
48152 81.364130 118.972770 118.882280 ex
48153 78.776870 120.383060 118.965020 ex
48154 86.581990 120.058010 118.242570 ex
48155 83.903320 118.918170 118.658700 ex
48156 84.277390 119.995220 117.434620 ex
48157 82.476120 118.235310 119.350360 ex
48158 81.181410 119.989550 117.705540 ex
48159 74.883800 119.033340 118.993250 ex
48160 72.635820 117.593120 115.468480 ex
48161 94.400030 116.537900 117.090310 ex
48162 85.570720 120.071690 116.767200 ex
48163 94.945150 114.423730 113.743560 ex
48164 95.338570 115.765540 115.741210 ex
48165 75.443710 113.924450 109.529380 ex
48166 73.735450 115.293750 110.604360 ex
48167 93.706750 113.691280 112.621210 ex
48168 96.442270 114.681480 112.995920 ex
48169 74.792620 114.842840 108.370490 ex
48170 94.117280 113.490470 111.080160 ex
48171 76.396190 113.754360 106.491240 ex
48172 91.545690 113.383040 108.582690 ex
48173 93.207590 113.452220 109.308510 ex
48174 99.979860 115.056450 105.824080 ex
48175 99.852570 114.854960 107.609380 ex
48176 100.368210 116.593990 105.500250 ex
48177 94.585420 113.429630 107.899940 ex
48178 99.580210 117.407770 103.192820 ex
48179 98.695290 117.470070 100.360910 ex
48180 73.424920 114.132560 101.017580 ex
48181 72.503400 115.033900 99.723540 ex
48182 72.449720 116.525630 100.168900 ex
48183 71.613880 115.344890 97.509980 ex
48184 71.878250 117.051590 97.066020 ex
48185 71.579660 115.629150 95.249790 ex
48186 73.508320 113.306510 92.458810 ex
48187 71.901570 114.019460 93.631250 ex
48188 72.517550 114.523400 92.297040 ex
48189 71.670560 115.561860 94.071480 ex
48190 79.281090 114.787050 87.838820 ex
48191 89.348980 119.638750 118.929460 ex
48192 87.362720 120.647200 117.616790 ex
48193 77.183570 120.759170 119.070150 ex
48194 74.389550 120.292710 118.048140 ex
48195 93.141870 119.178900 117.604440 ex
48196 90.757970 119.737680 118.515250 ex
48197 83.452430 120.257900 116.515020 ex
48198 82.101040 120.305140 116.565190 ex
48199 84.247120 120.893380 115.098360 ex
48200 81.841280 120.940910 114.791420 ex
48201 79.784050 120.814090 117.783200 ex
48202 72.291870 119.158350 115.993240 ex
48203 94.342060 118.257630 117.056940 ex
48204 95.340840 119.127610 115.794130 ex
48205 92.598790 120.560300 116.727050 ex
48206 85.414010 120.907170 115.854000 ex
48207 97.414850 116.624240 114.387410 ex
48208 96.348470 116.742340 115.299180 ex
48209 98.266580 118.022240 113.935290 ex
48210 97.693570 115.635860 113.430200 ex
48211 96.407670 118.385800 115.386580 ex
48212 97.453160 119.164090 114.312710 ex
48213 94.658770 120.976230 115.013600 ex
48214 83.309220 121.060500 113.834670 ex
48215 83.435920 121.163620 112.171480 ex
48216 72.352240 116.877460 112.678040 ex
48217 72.937740 116.377080 111.084700 ex
48218 71.601970 118.821310 112.686130 ex
48219 99.262620 117.906630 112.540780 ex
48220 98.880590 115.667940 111.786560 ex
48221 73.725610 115.730020 108.828050 ex
48222 71.991310 117.852800 109.679600 ex
48223 98.614270 114.683350 110.441660 ex
48224 99.597900 116.540720 111.349270 ex
48225 95.993700 114.129720 111.445790 ex
48226 75.217470 114.682850 107.108730 ex
48227 73.173130 116.645070 107.417690 ex
48228 96.979730 114.099390 110.535180 ex
48229 98.951970 114.242720 108.652170 ex
48230 96.480100 113.437460 108.762090 ex
48231 100.185570 116.630100 109.687840 ex
48232 100.336100 115.979180 108.206380 ex
48233 100.229550 118.362430 109.632750 ex
48234 74.427760 115.058830 105.795760 ex
48235 100.514200 116.950980 106.977740 ex
48236 100.238300 118.587010 107.956720 ex
48237 75.952190 120.563070 85.834370 ex
48238 99.840600 117.928210 104.470010 ex
48239 73.050910 116.125350 103.675850 ex
48240 98.727340 118.442810 101.691470 ex
48241 72.759890 117.431100 101.421050 ex
48242 72.770000 117.776670 99.069710 ex
48243 77.385300 125.043550 97.590340 ex
48244 96.494570 119.664430 97.589940 ex
48245 71.862160 117.496960 95.609520 ex
48246 78.412700 115.933660 86.840340 ex
48247 88.518380 120.710300 117.681580 ex
48248 76.599860 122.197250 118.248460 ex
48249 73.236620 120.258510 117.052770 ex
48250 75.144740 122.107860 117.969460 ex
48251 91.232880 120.817380 117.191770 ex
48252 89.838620 121.419840 116.568710 ex
48253 86.453490 121.211840 115.763460 ex
48254 79.643840 122.161830 116.910530 ex
48255 72.797030 121.840200 116.031130 ex
48256 71.655770 119.714540 114.269580 ex
48257 93.116890 121.486540 115.397900 ex
48258 80.781130 121.971980 115.059120 ex
48259 92.278310 122.453590 114.249570 ex
48260 71.388220 119.631270 111.245380 ex
48261 96.923450 120.675490 113.697280 ex
48262 95.195890 121.746900 113.990610 ex
48263 99.621000 119.169450 111.133210 ex
48264 84.965170 121.174360 111.554820 ex
48265 84.935670 121.152190 109.881880 ex
48266 86.475580 121.554110 112.247470 ex
48267 83.155580 121.699910 111.439990 ex
48268 72.236530 117.685200 107.790030 ex
48269 71.192090 119.163120 109.831060 ex
48270 98.613010 120.966460 111.267070 ex
48271 86.166080 121.418720 109.126280 ex
48272 84.180530 121.678520 110.123010 ex
48273 73.450330 116.134320 105.648290 ex
48274 71.646330 118.571360 106.507910 ex
48275 99.804220 120.106970 106.943300 ex
48276 99.552500 119.805160 104.934080 ex
48277 72.685310 117.454020 103.134780 ex
48278 72.197710 118.728070 104.503410 ex
48279 98.254900 119.875500 101.595070 ex
48280 73.049810 118.806550 101.064480 ex
48281 73.355750 118.851770 99.623890 ex
48282 96.444180 120.724920 98.665930 ex
48283 73.301670 120.438680 97.026220 ex
48284 71.751730 119.241580 94.498690 ex
48285 72.036320 118.241610 92.331750 ex
48286 76.570280 116.581460 89.027140 ex
48287 77.714840 116.575190 87.850800 ex
48288 75.395330 118.013060 88.660020 ex
48289 72.739700 118.134250 90.912170 ex
48290 89.701320 121.987810 115.296470 ex
48291 90.944450 122.447050 114.207770 ex
48292 88.426170 122.133880 114.107710 ex
48293 86.923700 121.680950 114.038410 ex
48294 78.710390 123.373950 117.065810 ex
48295 81.448360 122.847910 114.322870 ex
48296 71.994170 121.369030 114.487730 ex
48297 97.212630 121.608380 112.549760 ex
48298 95.543440 122.951780 111.897200 ex
48299 94.321330 122.844830 112.799680 ex
48300 90.625080 122.775210 112.413540 ex
48301 92.944580 123.041200 112.673200 ex
48302 89.412330 122.471260 112.237880 ex
48303 98.545720 122.176940 109.949600 ex
48304 89.225940 122.207340 110.787760 ex
48305 92.017320 123.054790 111.508330 ex
48306 87.792730 121.744210 110.867790 ex
48307 71.322250 120.922290 111.376170 ex
48308 70.954880 120.131760 108.592130 ex
48309 89.923070 122.335530 109.185660 ex
48310 87.512720 121.631000 109.420680 ex
48311 88.688340 122.041320 108.344020 ex
48312 91.290420 123.021790 108.852820 ex
48313 85.412000 121.945030 109.367430 ex
48314 71.163940 119.707600 107.158540 ex
48315 99.295820 121.849340 107.188710 ex
48316 98.820720 120.716310 103.560510 ex
48317 71.684210 120.029560 104.185370 ex
48318 73.361980 120.464870 101.885050 ex
48319 74.225170 121.106570 100.757320 ex
48320 72.510050 121.056470 103.310090 ex
48321 74.751350 122.495080 101.339920 ex
48322 97.326710 120.784570 100.291930 ex
48323 97.271160 122.386750 100.948530 ex
48324 74.269320 121.154430 98.066350 ex
48325 95.297510 121.980780 97.207210 ex
48326 71.518910 119.484970 92.750660 ex
48327 72.861400 118.895890 89.722340 ex
48328 76.954180 117.964300 87.226080 ex
48329 77.220210 118.676510 85.638950 ex
48330 77.394570 123.418980 117.591660 ex
48331 74.087340 122.889970 116.574560 ex
48332 76.457770 124.980910 116.940970 ex
48333 78.835590 125.216540 116.784480 ex
48334 71.874440 121.765730 113.035080 ex
48335 72.133780 123.419280 112.690450 ex
48336 95.443510 123.621250 110.624800 ex
48337 71.223870 122.001610 110.234770 ex
48338 94.068490 123.929010 109.702530 ex
48339 96.467960 124.218590 109.479510 ex
48340 92.534710 123.335110 110.066180 ex
48341 99.053010 122.347970 108.383970 ex
48342 97.522760 123.751250 109.398370 ex
48343 71.052630 121.680310 108.865040 ex
48344 95.091900 124.527450 108.557230 ex
48345 91.462470 123.690090 108.535740 ex
48346 71.139080 120.625560 105.882230 ex
48347 71.412660 122.013340 106.059410 ex
48348 98.565710 123.567180 105.686320 ex
48349 98.030050 123.922270 107.832740 ex
48350 72.281800 122.512470 104.513360 ex
48351 98.246280 122.126020 102.994740 ex
48352 75.765380 122.615050 100.300430 ex
48353 74.313970 123.671250 103.374050 ex
48354 76.614290 122.571680 98.588910 ex
48355 77.543970 123.473100 100.139260 ex
48356 75.055750 122.610190 97.978370 ex
48357 72.618230 121.620650 95.995360 ex
48358 71.700510 120.928840 94.733630 ex
48359 72.982450 123.881610 95.928130 ex
48360 71.108650 120.781370 91.350990 ex
48361 74.071910 123.977030 115.952010 ex
48362 71.838720 123.474180 110.845900 ex
48363 71.535270 122.643920 107.607500 ex
48364 71.578250 123.926970 107.658160 ex
48365 97.746500 124.796050 106.401230 ex
48366 73.283870 123.569120 104.692690 ex
48367 98.114910 123.693240 104.039490 ex
48368 76.449460 123.803420 101.209750 ex
48369 96.293300 123.949850 100.274950 ex
48370 74.452320 124.155410 96.872140 ex
48371 71.136580 122.433100 93.537810 ex
48372 71.747730 120.299660 89.742250 ex
48373 70.777540 122.042240 91.903200 ex
48374 73.744710 119.736170 87.317570 ex
48375 72.024680 120.699820 88.370710 ex
48376 76.923250 119.892880 85.106880 ex
48377 75.196570 125.075120 116.421700 ex
48378 72.792270 124.425780 114.769680 ex
48379 72.264070 124.521080 113.503070 ex
48380 72.958990 125.723790 113.264550 ex
48381 72.772300 124.856150 109.553080 ex
48382 72.366110 124.770240 108.228670 ex
48383 72.591600 124.835520 107.156770 ex
48384 73.519470 124.774350 106.315650 ex
48385 75.312870 124.920470 104.045840 ex
48386 96.402380 126.057910 106.601200 ex
48387 94.873790 125.458680 107.818780 ex
48388 97.203420 125.466700 103.151460 ex
48389 78.971750 124.009380 100.085880 ex
48390 79.174990 125.229350 101.530510 ex
48391 77.732080 125.821230 103.295190 ex
48392 76.434330 124.932670 102.921030 ex
48393 96.356940 125.462580 101.433140 ex
48394 120.533080 111.760840 44.094580 ex
48395 117.337840 112.399590 43.756590 ex
48396 120.038450 113.345110 43.886780 ex
48397 115.363150 115.340380 42.650530 ex
48398 115.202160 120.017520 40.636690 ex
48399 103.104040 116.246130 31.032280 ex
48400 123.630440 118.226550 32.464780 ex
48401 74.493680 120.369640 86.530220 ex
48402 74.330920 121.898230 86.019230 ex
48403 77.739800 121.181420 83.789840 ex
48404 77.449550 126.126210 116.838180 ex
48405 74.696600 126.044400 115.242460 ex
48406 73.487190 125.629560 114.531150 ex
48407 73.624650 126.264730 112.140110 ex
48408 81.289030 124.308990 115.746370 ex
48409 82.910630 122.542850 112.800330 ex
48410 73.648160 126.024370 110.031580 ex
48411 75.070660 125.661620 105.934990 ex
48412 76.326040 126.737200 106.767500 ex
48413 78.413710 126.637080 104.491230 ex
48414 87.452500 122.797740 109.125170 ex
48415 89.982650 123.513960 108.695120 ex
48416 95.731570 127.332220 105.589160 ex
48417 93.709110 125.995510 108.223080 ex
48418 96.335820 127.208470 104.162050 ex
48419 95.456130 127.092860 101.458310 ex
48420 78.507440 126.016450 97.379090 ex
48421 79.768570 126.003410 99.123570 ex
48422 75.490380 125.505960 96.949010 ex
48423 75.129180 126.620380 96.047390 ex
48424 73.179690 122.468140 85.880530 ex
48425 75.789530 122.091670 85.323390 ex
48426 76.057130 123.121900 84.407270 ex
48427 73.375370 124.011550 85.130360 ex
48428 77.036440 122.881850 83.601220 ex
48429 80.022800 125.586450 116.737710 ex
48430 80.645840 126.925950 117.111850 ex
48431 77.215980 127.616130 116.366200 ex
48432 75.724330 127.440090 115.288630 ex
48433 82.816780 125.123190 115.649730 ex
48434 74.670130 127.362160 112.128130 ex
48435 74.693640 127.121800 110.019590 ex
48436 75.707860 128.067480 113.759180 ex
48437 84.522420 123.714170 113.108250 ex
48438 75.952600 127.455240 109.004840 ex
48439 77.995190 127.082790 105.972490 ex
48440 85.969600 122.635970 109.947950 ex
48441 85.851550 123.626550 111.793060 ex
48442 78.720050 127.246220 104.226270 ex
48443 78.301630 127.691900 105.706400 ex
48444 87.896630 123.483090 110.204900 ex
48445 87.249300 123.954490 111.709980 ex
48446 88.958620 124.219230 110.774880 ex
48447 92.567580 125.137570 109.008120 ex
48448 89.922330 124.497490 110.220840 ex
48449 95.337910 128.228860 103.115740 ex
48450 94.027320 128.966500 106.555920 ex
48451 94.285880 127.568470 100.268910 ex
48452 100.987640 119.883120 25.751120 ex
48453 77.466970 127.108090 97.975590 ex
48454 73.362060 126.269310 94.758770 ex
48455 74.936200 127.596550 96.264190 ex
48456 72.047600 125.038100 84.754820 ex
48457 70.697240 126.147900 85.909570 ex
48458 74.794310 124.471890 84.354060 ex
48459 82.497610 126.548740 116.592150 ex
48460 83.258230 127.639860 116.208270 ex
48461 80.218100 128.123470 117.182530 ex
48462 78.703000 128.524000 116.658520 ex
48463 76.863720 129.373420 113.320220 ex
48464 84.586840 124.832350 114.534150 ex
48465 86.430180 125.909560 114.424320 ex
48466 77.089750 128.517860 109.826260 ex
48467 77.100560 129.471070 111.531840 ex
48468 77.433210 129.185260 108.853920 ex
48469 88.311300 124.690630 112.279970 ex
48470 90.783940 125.796210 111.233670 ex
48471 91.949370 126.259100 110.181470 ex
48472 90.252740 126.892130 112.424780 ex
48473 92.177460 127.696450 110.569790 ex
48474 93.533440 128.227920 107.971130 ex
48475 94.221410 129.441850 102.941650 ex
48476 93.630740 129.186650 101.161360 ex
48477 90.907370 128.278420 96.388650 ex
48478 90.220710 129.187090 96.001140 ex
48479 73.545600 128.088120 94.910610 ex
48480 74.375030 125.621910 83.272670 ex
48481 78.024970 125.298950 81.803850 ex
48482 81.199300 129.164700 116.683630 ex
48483 78.889030 129.771620 116.110160 ex
48484 78.128130 130.275410 114.671800 ex
48485 86.627200 127.416390 114.537200 ex
48486 88.235150 125.658930 113.207470 ex
48487 85.131730 128.135290 115.106780 ex
48488 88.394080 127.999210 113.664180 ex
48489 77.444130 130.138470 110.559500 ex
48490 89.229830 126.726760 113.076910 ex
48491 90.973950 128.067050 111.968080 ex
48492 92.620010 128.808450 109.146750 ex
48493 91.718890 130.213220 109.692280 ex
48494 93.344460 130.333060 105.735970 ex
48495 93.546030 130.312860 103.944460 ex
48496 92.560000 129.973760 100.901800 ex
48497 92.443150 130.989540 102.698360 ex
48498 90.073610 130.059760 97.518750 ex
48499 70.028590 128.081150 88.065440 ex
48500 82.387660 129.057220 116.229080 ex
48501 83.217770 130.175160 115.289200 ex
48502 80.438140 130.262060 116.184190 ex
48503 81.121810 131.601180 115.341150 ex
48504 85.057560 129.778550 114.638810 ex
48505 78.914410 131.616790 114.227260 ex
48506 88.856870 129.161530 113.125350 ex
48507 90.412780 129.064000 112.081370 ex
48508 91.816910 131.310470 106.701700 ex
48509 91.283350 131.635980 102.462360 ex
48510 89.634260 131.046970 95.569450 ex
48511 82.713910 131.620670 114.900720 ex
48512 85.774590 131.305040 113.610430 ex
48513 78.185060 132.288340 113.312190 ex
48514 80.358870 132.452110 114.821460 ex
48515 76.917020 132.375350 112.162070 ex
48516 78.189830 133.821420 113.310640 ex
