# 51842 of 51842
# Minimum x: 0
# Minimum y: 0
# Minimum z: 0
# Maximum x: 141.0981
# Maximum y: 176.00237
# Maximum z: 130.5685
# <local id> <pos x> <pos y> <pos z> <type>
# Number of local subdomains: 1
# Local subdomain 0 boundaries (0, 0, 0) - (141.0981, 176.00237, 130.5685)
# ID, Position (x y z), type 
4446 38.558990 166.743790 53.343850 ex
4447 38.112110 167.176620 52.149820 ex
4448 42.978610 164.664550 53.373610 ex
4449 42.873640 165.903210 53.525100 ex
4450 40.384520 165.339060 45.745310 ex
4451 40.835090 165.748080 58.471660 ex
4452 41.692570 165.108340 54.554820 ex
4453 40.838750 166.001890 56.854700 ex
4454 41.966810 166.701200 53.181640 ex
4455 40.007620 166.972540 53.002990 ex
4456 40.523030 167.080820 47.747010 ex
4457 44.889000 167.861790 62.878800 ex
4458 44.913710 168.649810 61.581450 ex
4459 43.900110 168.279070 60.783740 ex
4460 41.748810 166.982020 59.665250 ex
4461 41.884380 166.981830 56.429630 ex
4462 46.995360 168.449210 53.928630 ex
4463 45.657640 168.306090 49.986640 ex
4464 44.349640 168.234830 50.306960 ex
4465 43.245000 167.926970 51.267820 ex
4466 41.916920 168.002820 50.189230 ex
4467 40.128060 167.425960 49.195260 ex
4468 47.117100 170.226050 62.246350 ex
4469 46.096710 169.946810 61.339450 ex
4470 47.647410 170.026060 59.384530 ex
4471 46.234640 170.173320 59.800370 ex
4472 45.705220 169.436690 55.265290 ex
4473 44.153110 168.586230 55.446150 ex
4474 47.717820 168.577390 47.533330 ex
4475 46.798720 169.855940 63.572000 ex
4476 45.753620 168.788670 63.962460 ex
4477 44.942860 169.821340 58.382660 ex
4478 43.792380 169.222990 59.123940 ex
4479 42.502590 168.328620 58.472440 ex
4480 42.633440 168.074640 56.853770 ex
4481 51.762380 170.358460 52.273560 ex
4482 67.389630 171.830140 54.926950 ex
4483 66.814090 170.699080 64.997250 ex
4484 71.933800 170.039750 55.650710 ex
4485 74.925540 173.688440 57.123660 ex
4486 71.517170 167.470790 56.913880 ex
4487 74.389480 169.987400 73.442940 ex
4488 74.461120 169.440340 72.220540 ex
4489 73.746770 168.174700 70.493510 ex
4490 71.117640 168.666250 58.503970 ex
4491 70.475750 167.472880 59.207680 ex
4492 70.715470 167.743900 60.793160 ex
4493 75.765270 170.972120 71.573390 ex
4494 75.660710 171.131060 70.242530 ex
4495 74.363110 169.828710 69.503090 ex
4496 73.944650 170.147870 67.949120 ex
4497 72.467170 170.978210 60.977340 ex
4498 74.813660 172.551730 63.004470 ex
4499 72.342280 168.126200 63.210850 ex
4500 50.036080 170.261190 57.970440 ex
4501 50.525710 170.491940 62.312910 ex
4502 51.333280 171.184280 63.143280 ex
4503 20.160330 142.708370 65.216310 ex
4504 19.567880 147.054720 60.636160 ex
4505 19.308670 147.083030 59.301880 ex
4506 41.144210 140.473840 81.744630 ex
4507 40.436060 154.706110 57.957640 ex
4508 43.305800 159.871790 58.966310 ex
4509 40.874680 157.792210 56.640850 ex
4510 44.017050 161.141700 59.711800 ex
4511 42.937970 160.150910 51.796520 ex
4512 43.679790 160.064400 58.995750 ex
4513 46.986690 161.416340 60.206780 ex
4514 44.621210 161.537310 59.778870 ex
4515 40.051640 160.834180 56.586260 ex
4516 40.317450 161.369670 55.064840 ex
4517 43.405050 162.596350 60.059960 ex
4518 42.056090 162.522070 59.782130 ex
4519 41.353250 161.603950 58.940770 ex
4520 40.246420 161.973620 58.072880 ex
4521 40.423500 162.944000 54.938720 ex
4522 45.417980 164.639840 61.504380 ex
4523 40.604510 163.549590 58.862240 ex
4524 40.392420 164.256690 57.950970 ex
4525 40.049400 163.791050 56.069710 ex
4526 44.040890 166.672140 52.880710 ex
4527 44.664890 166.525000 53.638870 ex
4528 40.642590 164.982300 55.597080 ex
4529 49.631930 167.097930 49.421540 ex
4530 46.823450 167.962140 50.225890 ex
4531 63.181950 161.143300 67.972600 ex
4532 67.242300 158.427120 65.526140 ex
4533 53.509610 172.102970 64.670650 ex
4534 72.248250 147.177310 86.879400 ex
4535 31.794070 154.900990 42.459230 ex
4536 21.281990 148.999070 60.294620 ex
4537 24.161820 151.996170 62.216660 ex
4538 37.624140 162.122150 44.570030 ex
4539 40.350700 163.538930 43.628190 ex
4540 49.888710 166.846930 52.159300 ex
4541 48.737400 168.391420 53.115070 ex
4542 51.600000 169.718400 50.520520 ex
4543 52.387310 169.817740 47.768530 ex
4544 53.604790 170.029340 46.896720 ex
4545 71.219070 171.443190 49.481870 ex
4546 71.329110 171.358560 47.926880 ex
4547 71.174010 169.989430 46.801590 ex
4548 75.967020 174.540420 57.604610 ex
4549 75.535520 175.284170 53.610760 ex
4550 74.458020 174.406680 55.086170 ex
4551 76.722690 175.544890 54.298180 ex
4552 80.883830 175.452530 51.652650 ex
4553 77.920100 175.798760 59.325820 ex
4554 78.307450 175.893330 56.412620 ex
4555 76.686770 175.518290 56.254520 ex
4556 71.081410 169.331340 52.657770 ex
4557 78.870230 175.798010 60.366140 ex
4558 76.017100 174.429470 60.930760 ex
4559 27.895370 142.159200 62.712240 ex
4560 22.935340 150.794570 59.959230 ex
4561 23.289480 150.837070 61.766430 ex
4562 40.136330 154.641710 59.032500 ex
4563 50.624390 164.469880 51.262310 ex
4564 39.662770 164.068760 44.838420 ex
4565 38.548200 163.326880 45.449790 ex
4566 47.445420 164.850960 52.303050 ex
4567 49.625340 165.828310 50.655070 ex
4568 48.157440 166.240350 51.372430 ex
4569 50.866310 167.674870 48.102410 ex
4570 51.222290 167.675350 50.316820 ex
4571 40.923180 167.796350 50.672380 ex
4572 52.921130 171.690450 63.275690 ex
4573 71.772090 168.533620 44.620670 ex
4574 66.226440 162.116530 68.925660 ex
4575 67.191310 164.474540 70.589990 ex
4576 56.749370 173.110690 64.701520 ex
4577 58.392450 173.720460 64.971800 ex
4578 56.917590 173.655430 62.045430 ex
4579 61.448670 174.264430 65.549610 ex
4580 60.543350 174.766960 64.395010 ex
4581 59.004810 174.427920 63.979150 ex
4582 58.483140 174.296770 62.531180 ex
4583 63.706710 174.063950 60.165450 ex
4584 76.948240 167.841720 63.122960 ex
4585 74.757050 168.331310 64.563490 ex
4586 68.524890 169.990200 69.525590 ex
4587 69.643370 169.275880 68.005410 ex
4588 65.087880 171.159660 70.401980 ex
4589 55.796170 173.176810 63.223120 ex
4590 71.454150 168.202640 46.602080 ex
4591 57.538360 173.279700 53.844460 ex
4592 18.767540 141.451860 64.821670 ex
4593 29.274920 158.327300 48.068730 ex
4594 21.238690 149.969860 51.060230 ex
4595 26.536180 148.295620 68.083270 ex
4596 35.087970 163.750180 48.509200 ex
4597 37.715400 166.184090 54.720290 ex
4598 40.826000 166.312470 53.560970 ex
4599 43.981870 167.171170 54.417030 ex
4600 42.614820 166.359410 54.831340 ex
4601 39.067390 167.449700 51.344480 ex
4602 52.457640 170.036120 58.954230 ex
4603 52.328230 171.388400 55.956560 ex
4604 54.688530 172.007290 62.317410 ex
4605 48.413290 170.252880 61.789610 ex
4606 82.018700 170.880490 66.006290 ex
4607 62.512050 172.501070 67.533810 ex
4608 77.848300 175.830380 53.310240 ex
4609 70.145930 147.377180 85.766670 ex
4610 50.362340 168.919910 46.292040 ex
4611 70.257660 165.114000 66.174960 ex
4612 71.710810 165.875990 38.140500 ex
4613 75.600330 168.532110 37.841380 ex
4614 63.729110 157.589480 54.777100 ex
4615 27.937400 146.746230 68.039470 ex
4616 26.300800 149.682100 69.014210 ex
4617 26.186050 148.045980 66.341070 ex
4618 26.702660 151.899200 69.137880 ex
4619 25.754480 151.051310 68.444360 ex
4620 30.438850 154.247830 67.983910 ex
4621 43.286810 163.026170 61.503190 ex
4622 39.503120 163.938050 55.419550 ex
4623 40.321930 164.569760 54.313230 ex
4624 41.538780 163.829190 60.058690 ex
4625 43.749230 164.303990 60.803290 ex
4626 42.654580 165.132400 60.793970 ex
4627 63.101380 171.236090 69.895740 ex
4628 52.479270 171.573460 65.263600 ex
4629 56.566750 172.587950 60.609070 ex
4630 57.834280 172.210890 59.515840 ex
4631 61.119260 173.433710 66.295290 ex
4632 59.601470 173.228790 66.133450 ex
4633 72.292660 164.594890 79.172800 ex
4634 72.518660 167.212010 72.871130 ex
4635 72.949890 168.960180 67.523780 ex
4636 28.601470 19.151030 42.288470 ex
4637 28.754970 18.994800 40.369900 ex
4638 27.255240 20.762240 42.174740 ex
4639 29.479610 18.829160 43.725180 ex
4640 29.876650 18.815390 39.069140 ex
4641 27.949360 20.033050 39.676610 ex
4642 30.185100 19.980760 37.311260 ex
4643 30.872180 17.746600 39.681960 ex
4644 26.872330 21.003060 40.692410 ex
4645 26.057290 22.394630 39.724780 ex
4646 27.780880 20.832100 38.457080 ex
4647 31.551330 20.478120 36.378890 ex
4648 32.110700 21.988020 36.200850 ex
4649 33.007560 19.521740 36.171690 ex
4650 28.894940 20.959210 37.391370 ex
4651 29.402240 20.826690 45.771930 ex
4652 28.610910 21.968020 44.703050 ex
4653 29.728250 19.669500 45.646900 ex
4654 30.733910 22.051790 47.038180 ex
4655 37.732740 22.529280 38.058890 ex
4656 38.008780 22.495600 37.328090 ex
4657 37.070920 22.145100 36.948850 ex
4658 38.414970 22.280700 37.974660 ex
4659 27.255640 22.237240 43.238620 ex
4660 34.672860 22.788740 36.113120 ex
4661 33.978000 21.978880 35.917230 ex
4662 33.757140 23.854620 35.703750 ex
4663 35.996290 22.631080 36.119560 ex
4664 45.791710 18.732140 37.618540 ex
4665 44.631030 19.236760 38.499520 ex
4666 46.323440 19.302690 36.425230 ex
4667 47.393650 17.556990 38.107520 ex
4668 43.135930 20.187410 37.752310 ex
4669 45.524360 18.822630 40.460150 ex
4670 34.603670 20.351790 35.640740 ex
4671 26.691950 22.089140 38.406920 ex
4672 46.033160 21.161550 35.998340 ex
4673 48.202800 18.677050 36.371040 ex
4674 28.965050 21.965550 36.731630 ex
4675 29.413440 23.395990 45.365000 ex
4676 26.319720 24.141220 42.878530 ex
4677 24.890190 24.104510 39.859940 ex
4678 43.164230 21.224450 36.435340 ex
4679 41.906460 20.430150 38.813040 ex
4680 31.339060 23.264790 36.179230 ex
4681 26.790310 23.252110 37.275830 ex
4682 47.190270 22.168810 35.920140 ex
4683 47.480230 23.939180 36.163240 ex
4684 48.487010 22.115700 36.001330 ex
4685 44.794670 21.998210 35.933110 ex
4686 41.968700 22.569700 36.142800 ex
4687 42.921530 23.836400 35.556980 ex
4688 40.425120 22.442740 36.412920 ex
4689 30.000960 23.075160 36.078550 ex
4690 27.948310 23.001410 36.665110 ex
4691 40.392230 21.341320 37.767330 ex
4692 42.066890 20.037240 38.960440 ex
4693 40.551610 20.948410 37.913600 ex
4694 32.289580 24.321530 35.485110 ex
4695 28.984220 24.111010 36.012030 ex
4696 26.039830 24.554920 37.139370 ex
4697 48.778020 23.886040 36.243320 ex
4698 44.635450 23.644620 35.531990 ex
4699 49.640660 25.885820 37.489410 ex
4700 46.596750 25.307400 36.284420 ex
4701 45.232790 25.183810 35.900470 ex
4702 43.965740 26.513170 36.103030 ex
4703 42.496590 25.484000 35.766380 ex
4704 41.156550 27.605470 36.410670 ex
4705 37.184600 29.023220 35.437290 ex
4706 36.121710 28.838060 34.487340 ex
4707 34.995480 30.003900 34.340420 ex
4708 33.723630 29.477850 33.875800 ex
4709 39.227240 32.870660 36.495550 ex
4710 36.191880 33.025320 36.863100 ex
4711 47.381480 35.522400 38.048800 ex
4712 38.720220 35.012590 35.409860 ex
4713 41.402220 35.483040 36.011860 ex
4714 40.061430 36.422850 35.432730 ex
4715 36.514590 36.218460 34.151840 ex
4716 43.989100 37.962690 37.269330 ex
4717 40.009970 37.825950 35.467370 ex
4718 36.712500 37.346050 33.890270 ex
4719 37.458380 39.662190 34.459120 ex
4720 46.005070 41.211520 37.524750 ex
4721 43.799820 41.605950 36.956560 ex
4722 45.132280 42.083050 37.257470 ex
4723 44.288830 43.993680 36.707320 ex
4724 40.448150 44.702340 35.042250 ex
4725 38.961520 44.437540 34.496830 ex
4726 48.139710 45.861940 37.771210 ex
4727 46.945640 47.271970 36.943310 ex
4728 47.111280 49.150740 36.712850 ex
4729 45.470350 49.951870 36.005640 ex
4730 45.081730 51.348990 35.587960 ex
4731 32.664430 50.423750 30.903590 ex
4732 57.811060 21.054710 37.538130 ex
4733 50.631570 22.284060 36.467230 ex
4734 49.068060 21.633430 36.140370 ex
4735 49.648790 24.432500 36.625560 ex
4736 57.124240 28.966970 39.639810 ex
4737 62.167790 48.890630 57.170290 ex
4738 61.898540 49.907700 56.148830 ex
4739 39.448910 24.982570 35.534260 ex
4740 50.922330 23.311680 36.709320 ex
4741 48.375480 27.178560 38.032350 ex
4742 41.058070 25.890330 35.835510 ex
4743 38.127370 26.155520 35.229050 ex
4744 39.767880 28.093830 36.425770 ex
4745 38.347870 27.550560 35.545420 ex
4746 36.573980 25.789610 34.557370 ex
4747 35.731580 26.999470 33.922660 ex
4748 41.142280 30.318820 38.317270 ex
4749 38.087240 30.689930 37.607870 ex
4750 34.948760 31.677740 35.333570 ex
4751 32.429470 30.666750 34.479810 ex
4752 31.212550 30.193540 34.358970 ex
4753 49.304230 33.204430 39.465090 ex
4754 40.845700 33.226090 36.776950 ex
4755 47.567370 32.892560 38.596710 ex
4756 49.021400 34.904130 39.122370 ex
4757 43.998210 35.448770 37.110010 ex
4758 46.615730 36.729740 37.833800 ex
4759 45.105120 36.669470 37.378460 ex
4760 42.648910 36.194160 36.570020 ex
4761 34.919900 35.799500 34.107490 ex
4762 44.227970 39.268200 37.366610 ex
4763 45.699330 39.613620 37.535280 ex
4764 26.589310 36.856180 34.921130 ex
4765 33.528330 40.358640 33.172960 ex
4766 29.048870 40.159850 33.298900 ex
4767 27.881150 40.363960 33.579700 ex
4768 33.832760 41.913870 33.333840 ex
4769 41.816070 42.161520 36.706040 ex
4770 36.361500 43.274660 34.038480 ex
4771 34.931850 43.405830 33.738380 ex
4772 45.799040 43.635780 37.183780 ex
4773 45.530350 47.170370 36.478830 ex
4774 43.327390 48.122960 35.768360 ex
4775 44.571490 48.750840 35.949530 ex
4776 27.369640 46.837450 31.056510 ex
4777 30.469740 48.024100 30.996350 ex
4778 48.311850 52.857320 36.763130 ex
4779 35.196640 48.859400 32.467990 ex
4780 38.119230 50.746740 32.760110 ex
4781 46.778660 58.312880 34.223590 ex
4782 47.540180 59.555320 34.136400 ex
4783 62.888010 47.068290 59.356400 ex
4784 60.376490 49.795950 55.265120 ex
4785 60.146810 47.596880 45.808390 ex
4786 54.740690 49.411110 41.588040 ex
4787 53.248950 50.921390 40.656860 ex
4788 54.489090 51.240090 41.215690 ex
4789 37.896350 32.136300 37.478900 ex
4790 48.157690 38.692890 38.309750 ex
4791 46.639870 52.855930 35.830760 ex
4792 36.886000 51.406410 31.968060 ex
4793 46.018950 54.219780 35.279450 ex
4794 47.233630 55.898490 35.321380 ex
4795 55.474830 37.832330 40.909840 ex
4796 56.186520 39.351380 41.511440 ex
4797 84.110000 68.357960 39.780060 ex
4798 27.598670 24.281740 44.545850 ex
4799 27.524910 26.168910 44.204930 ex
4800 26.326290 23.318220 44.764670 ex
4801 29.124680 24.284300 45.386390 ex
4802 29.688700 25.166870 45.369380 ex
4803 30.864050 23.436860 46.567330 ex
4804 24.889700 24.907680 41.468130 ex
4805 27.069320 25.853150 43.758240 ex
4806 37.825340 23.250800 36.134550 ex
4807 24.775420 25.101810 38.405640 ex
4808 24.334420 26.521410 38.195800 ex
4809 34.394410 26.788720 33.401920 ex
4810 44.118640 29.793470 40.777250 ex
4811 45.707720 29.454760 41.481840 ex
4812 38.933070 38.811070 35.114450 ex
4813 48.396890 49.345970 37.504690 ex
4814 33.378290 48.270420 31.962930 ex
4815 50.877800 26.406310 38.247770 ex
4816 53.693340 54.625410 40.117180 ex
4817 84.543870 42.783050 43.619960 ex
4818 83.391340 51.488620 44.286250 ex
4819 39.179340 23.638130 35.813130 ex
4820 36.473630 23.770450 36.034920 ex
4821 26.721910 25.681150 36.208320 ex
4822 46.843160 27.000390 37.450090 ex
4823 36.800900 38.956000 34.068190 ex
4824 37.214970 41.632990 34.274290 ex
4825 49.492810 46.454140 38.550510 ex
4826 58.666680 45.588810 44.241300 ex
4827 46.389520 34.031720 37.986490 ex
4828 43.999500 28.123140 37.285290 ex
4829 39.822110 29.611990 37.318010 ex
4830 36.869750 30.644430 36.607500 ex
4831 35.760140 32.133120 36.650710 ex
4832 33.775590 32.550170 35.570630 ex
4833 36.103470 33.865080 35.602390 ex
4834 34.786460 34.742450 35.260320 ex
4835 42.603890 37.796830 36.742330 ex
4836 31.800220 40.283610 33.053770 ex
4837 43.007980 42.666100 36.546030 ex
4838 49.584340 48.059390 38.513320 ex
4839 34.488840 51.496660 31.107910 ex
4840 40.055610 57.183110 31.325930 ex
4841 38.702090 57.573890 30.519470 ex
4842 56.516800 30.654450 39.583870 ex
4843 55.193470 41.010940 41.410650 ex
4844 34.735010 37.892790 33.244460 ex
4845 28.507250 25.487970 35.691690 ex
4846 29.820040 25.878450 45.474400 ex
4847 31.093020 25.368910 46.582950 ex
4848 28.999600 26.895630 44.938560 ex
4849 49.177970 28.441850 42.276670 ex
4850 48.937150 28.568540 42.951240 ex
4851 51.195880 21.110910 36.713010 ex
4852 52.629420 24.264740 37.776070 ex
4853 52.179810 23.192360 37.280500 ex
4854 67.001710 41.755270 61.168480 ex
4855 71.876960 41.572540 64.238100 ex
4856 49.931020 28.261930 40.570610 ex
4857 31.387260 25.923730 46.563820 ex
4858 32.014020 24.834450 47.263820 ex
4859 32.480090 26.723950 47.485790 ex
4860 46.755350 29.012740 40.508360 ex
4861 48.635420 28.326220 39.535260 ex
4862 45.166270 29.351440 39.803770 ex
4863 28.711200 26.263540 44.684710 ex
4864 29.241270 28.669850 45.055630 ex
4865 46.382220 56.829900 34.628200 ex
4866 45.512960 28.485680 38.248400 ex
4867 24.154920 27.257730 42.177350 ex
4868 35.872020 24.499310 35.000140 ex
4869 34.478960 24.425820 34.675400 ex
4870 33.843730 25.504290 33.711900 ex
4871 32.308290 25.511220 34.343070 ex
4872 42.629870 28.809100 37.523800 ex
4873 45.445610 30.746270 38.977280 ex
4874 28.728720 26.866410 35.014600 ex
4875 26.143290 26.919740 36.170510 ex
4876 25.020210 27.214140 36.889460 ex
4877 27.117460 27.890880 35.235930 ex
4878 26.351360 26.974630 43.887970 ex
4879 42.560330 30.004320 38.539280 ex
4880 54.308960 30.619020 39.569650 ex
4881 23.480200 27.517780 39.249440 ex
4882 31.484260 26.282460 34.206220 ex
4883 29.839720 26.835280 34.535370 ex
4884 32.137980 27.585900 33.674000 ex
4885 24.484080 28.885090 36.994160 ex
4886 33.512690 28.099100 33.501990 ex
4887 29.783220 30.906390 34.739900 ex
4888 32.529210 32.066300 35.181500 ex
4889 29.856460 33.317840 35.180900 ex
4890 33.773680 34.161070 35.745520 ex
4891 32.310160 34.599820 35.531550 ex
4892 33.812220 37.080960 33.624500 ex
4893 34.823420 39.503800 33.421250 ex
4894 39.635500 40.187390 35.928420 ex
4895 30.382390 38.184150 34.108130 ex
4896 28.558550 41.237690 33.108270 ex
4897 21.513190 41.373290 34.482450 ex
4898 23.882270 42.025710 33.955580 ex
4899 21.056730 42.841240 33.910660 ex
4900 21.615110 44.184130 33.600470 ex
4901 40.645360 47.293690 34.845880 ex
4902 42.104370 48.558470 35.260200 ex
4903 44.895260 59.836230 32.646920 ex
4904 46.425380 60.698150 33.138080 ex
4905 41.305730 38.488800 36.218800 ex
4906 29.176830 48.714640 30.455980 ex
4907 35.845370 50.732330 31.947680 ex
4908 39.242400 51.701260 33.007420 ex
4909 39.173970 54.124640 32.120170 ex
4910 40.255740 55.004920 32.374230 ex
4911 29.665020 28.352360 34.041230 ex
4912 26.526760 29.568070 35.353650 ex
4913 23.454740 29.050180 38.343090 ex
4914 25.016450 30.267830 36.390680 ex
4915 50.932210 29.386850 45.686000 ex
4916 50.691180 31.052890 45.237680 ex
4917 51.102810 28.412040 45.730680 ex
4918 51.600790 29.141590 46.051990 ex
4919 45.656380 29.470940 40.662380 ex
4920 32.508750 31.687050 47.334720 ex
4921 28.557040 34.505110 35.359070 ex
4922 44.515810 34.018390 37.504170 ex
4923 47.737030 38.975700 43.933420 ex
4924 40.945680 39.750110 36.713320 ex
4925 43.201240 40.389000 37.055160 ex
4926 38.893010 41.595220 35.593270 ex
4927 39.378950 42.768920 35.556990 ex
4928 44.051010 44.967650 36.502450 ex
4929 38.746990 52.801020 32.307480 ex
4930 50.609130 56.958300 37.459650 ex
4931 48.880620 56.460160 36.025610 ex
4932 49.721610 57.820000 36.268600 ex
4933 41.524140 58.108130 31.658560 ex
4934 41.987940 59.442400 31.289030 ex
4935 22.354920 48.392030 55.983910 ex
4936 24.132630 51.086860 44.647020 ex
4937 54.456700 29.158200 39.388540 ex
4938 46.542290 42.734030 43.936940 ex
4939 48.684230 43.510360 43.083230 ex
4940 47.729350 43.480080 43.624130 ex
4941 65.807480 44.316070 60.752060 ex
4942 45.047080 45.956400 45.475220 ex
4943 46.468610 44.286700 44.148220 ex
4944 46.083580 45.234140 44.595100 ex
4945 46.268100 45.002650 44.099870 ex
4946 63.307720 48.349000 58.346680 ex
4947 47.562700 51.785890 44.703660 ex
4948 54.962990 52.333500 41.558170 ex
4949 47.315610 53.494720 44.736430 ex
4950 56.353240 55.273470 42.381930 ex
4951 46.150290 55.505930 46.037320 ex
4952 48.269600 54.777300 43.608720 ex
4953 55.540700 55.193400 50.755910 ex
4954 53.726410 58.392360 39.437380 ex
4955 23.673490 46.027900 57.612660 ex
4956 24.169410 47.462480 57.297560 ex
4957 23.661400 46.988490 57.405160 ex
4958 18.255010 49.832410 54.202400 ex
4959 52.305260 60.644790 38.974170 ex
4960 52.024350 61.788900 38.800790 ex
4961 64.222470 43.255440 61.572000 ex
4962 43.922750 31.097320 38.797000 ex
4963 41.528530 32.031460 38.088350 ex
4964 37.300930 35.119070 35.131370 ex
4965 34.454320 45.043180 34.272920 ex
4966 31.510740 45.629390 37.041980 ex
4967 31.123570 45.334310 35.930490 ex
4968 23.198330 28.161220 41.235580 ex
4969 25.166670 28.551530 43.644670 ex
4970 22.415390 30.010080 41.636980 ex
4971 22.739650 29.953080 38.955660 ex
4972 31.130960 28.491430 33.925840 ex
4973 25.526660 46.699630 31.711630 ex
4974 17.272530 44.214830 32.429940 ex
4975 57.364730 50.207360 43.742300 ex
4976 57.540490 51.848700 43.844670 ex
4977 28.779860 29.790620 34.395250 ex
4978 26.082850 28.790250 44.262940 ex
4979 27.250840 29.687500 44.876780 ex
4980 24.279280 28.917200 44.307060 ex
4981 30.945950 36.190190 35.391860 ex
4982 29.337820 35.807340 35.423830 ex
4983 32.012240 36.586480 35.091600 ex
4984 41.868610 40.588790 37.098020 ex
4985 32.104650 41.838870 33.215770 ex
4986 40.282300 61.008400 29.786890 ex
4987 40.438240 62.491910 29.059180 ex
4988 25.359370 44.315640 58.718570 ex
4989 26.460090 43.739550 45.521120 ex
4990 25.168320 44.266390 44.332460 ex
4991 25.678320 44.723790 44.400910 ex
4992 53.608590 33.803330 40.069100 ex
4993 45.285220 45.732420 44.556300 ex
4994 46.857950 46.870990 45.020730 ex
4995 61.978730 49.749700 49.786410 ex
4996 53.959020 60.053190 39.185980 ex
4997 42.917110 61.376420 43.649130 ex
4998 29.106820 32.130290 34.926610 ex
4999 31.461000 33.279840 35.657780 ex
5000 32.057620 35.748210 35.438370 ex
5001 31.307550 39.112440 49.548510 ex
5002 26.318310 40.233550 45.847310 ex
5003 28.617670 37.086860 35.016260 ex
5004 26.591330 40.174740 34.380610 ex
5005 31.741390 39.654680 49.842780 ex
5006 29.947160 41.683740 47.831580 ex
5007 30.991890 41.466990 48.660480 ex
5008 27.371330 42.626080 46.064500 ex
5009 25.532780 41.991300 44.685910 ex
5010 26.882790 42.420730 46.040220 ex
5011 27.821610 44.334000 46.050630 ex
5012 31.238590 45.426680 36.279120 ex
5013 29.046630 44.758410 46.761010 ex
5014 29.142880 44.873440 47.025900 ex
5015 27.384170 44.945430 45.819610 ex
5016 29.949970 45.483050 47.316060 ex
5017 37.641130 49.675160 37.037110 ex
5018 27.590350 40.793980 46.683170 ex
5019 23.457300 37.431400 51.463140 ex
5020 28.912010 40.520630 47.618000 ex
5021 31.571840 40.629760 49.619780 ex
5022 30.389410 40.826070 48.579040 ex
5023 26.097330 41.037910 45.755910 ex
5024 24.977950 40.716100 45.091220 ex
5025 28.573180 41.988640 47.128210 ex
5026 31.284340 42.950620 48.680900 ex
5027 30.833790 44.176260 48.082590 ex
5028 29.930450 43.451630 47.527540 ex
5029 29.909190 43.235470 47.815400 ex
5030 27.796260 47.992460 45.847780 ex
5031 25.119520 48.396360 44.300330 ex
5032 61.676860 73.566860 61.426080 ex
5033 64.792690 73.578150 62.350490 ex
5034 47.318870 39.826440 43.956590 ex
5035 44.029240 45.405870 45.271860 ex
5036 47.870780 66.252650 49.747650 ex
5037 26.650000 27.913440 43.815930 ex
5038 27.997050 29.599990 44.610970 ex
5039 24.959990 30.344980 44.356520 ex
5040 21.982190 30.270630 40.264520 ex
5041 22.509910 31.575260 38.810880 ex
5042 23.052490 40.786880 34.604270 ex
5043 26.172920 43.136230 45.042190 ex
5044 23.659030 44.030210 33.464360 ex
5045 25.674480 45.257760 32.991460 ex
5046 28.976510 45.612130 32.116880 ex
5047 27.363450 30.558790 34.981040 ex
5048 27.323520 32.135410 35.090430 ex
5049 24.294450 32.468400 36.467640 ex
5050 50.590220 31.553770 44.907780 ex
5051 50.701660 30.515620 43.651870 ex
5052 50.635830 33.557510 44.679650 ex
5053 49.949740 29.292890 42.587350 ex
5054 50.885350 32.072020 42.502870 ex
5055 48.837250 35.923640 44.866700 ex
5056 49.291500 42.842740 42.008250 ex
5057 30.703420 46.536470 31.930180 ex
5058 46.645970 29.509430 39.921570 ex
5059 31.671330 30.393030 46.489800 ex
5060 30.691470 30.745380 45.837680 ex
5061 25.508710 34.072800 35.954570 ex
5062 43.831760 48.563050 46.493410 ex
5063 25.196810 39.557330 45.125360 ex
5064 31.171660 28.854460 46.223770 ex
5065 27.607320 31.167160 45.351500 ex
5066 21.959650 31.603330 42.402610 ex
5067 21.752440 31.892810 40.119740 ex
5068 26.470940 39.241260 46.587400 ex
5069 25.728040 38.423890 34.536910 ex
5070 19.917680 43.449800 34.667430 ex
5071 56.604710 52.544250 42.931430 ex
5072 25.079240 38.339940 45.516340 ex
5073 23.378930 38.124940 34.946270 ex
5074 30.386070 39.499120 33.575920 ex
5075 22.359890 43.016100 41.096560 ex
5076 30.044600 43.333910 33.529050 ex
5077 25.298950 41.832170 34.018180 ex
5078 25.933100 43.199380 33.786250 ex
5079 21.407050 45.426600 40.799960 ex
5080 27.314510 44.480940 33.335820 ex
5081 28.773560 44.697500 33.116360 ex
5082 32.118870 46.665520 32.415920 ex
5083 30.677740 39.341940 48.978360 ex
5084 31.795540 33.075230 47.530810 ex
5085 25.043520 32.200370 45.984810 ex
5086 26.625060 31.298620 45.560450 ex
5087 23.659500 31.532190 45.700010 ex
5088 24.575580 33.689260 47.375790 ex
5089 49.671360 30.327300 40.974330 ex
5090 30.592650 32.311230 46.627230 ex
5091 30.191790 29.205730 45.571760 ex
5092 22.271500 31.947520 43.742800 ex
5093 21.495710 32.870240 41.149290 ex
5094 23.015210 32.994920 37.802600 ex
5095 32.810890 44.903370 33.966630 ex
5096 26.990880 33.587620 35.347730 ex
5097 27.799450 33.971930 47.415350 ex
5098 29.166150 34.379780 47.877290 ex
5099 27.807060 32.080520 46.288610 ex
5100 26.967130 34.941300 48.100040 ex
5101 29.937540 32.530490 47.117130 ex
5102 30.373160 35.304680 48.548890 ex
5103 50.481950 33.993530 44.650940 ex
